text,title
" Saute the onion in a small skillet with 1 teaspoon of the oil until soft, 3 to 4 minutes. Transfer to the blender then add the remaining oil, mayo, vinegar, mustard, salt and pepper.Then add the chopped jalapeno, cilantro and garlic and blend on high speed until the sauce is smooth and creamy, about 30 seconds.",Peruvian Green Sauce
" Preheat the oven to 400 degrees. In a food processor, add the cabbage and pulse until finely minced. Set aside on a large, thin kitchen towel in the sink. Sprinkle with salt and let stand for 10 to 15 minutes. Wrap the cabbage up in the towel and wring out excess moisture over the sink (should eliminate about 13 cup of moisture). Set the cabbage aside.Meanwhile, wipe out the food processor and add in the pork, ginger, green onions, pepper, soy sauce, rice wine, and sesame oil and pulse to mix the ingredients well, being careful not to over-pulse. (You dont want the mixture to become paste-like.) Transfer to a large bowl and add the cabbage. Mix together with your hands to combine thoroughly. Set aside. Using a mandoline, slice the zucchini into 1/16-inch-thick strips. Set 1 strip down and then set another one down on top of it to create a cross shape. Repeat with 2 more zucchini strips on an angle to create an 8-cornered star shape. Spoon about 2 tablespoons of filling onto the center of the zucchini star. Bring the ends of the zucchini together, laying them over the filling. Flip the dumpling over so the seam side is down. Arrange on a baking sheet and repeat with remaining zucchini strips and dumpling filling, lining them up on the baking sheets as you go. You should create 18 to 20 total dumplings. Bake for 15 minutes, or until dumplings are firm and edges start to brown and crisp up. Transfer the zucchini dumplings to serving platters, and sprinkle with green onions and red pepper flakes.Serve with soy sauce.",Zucchini Pork Dumplings
" Preheat the oven to 325F. Spray a nonstick 9 x 9-inch baking pan with cooking spray and line with two strips of parchment 8 inches wide and long enough to leave a 2-inch overhang on all sides. In a medium bowl, whisk 1 large whole egg with 1 egg yolk (separate the whites and reserve, set aside). Add 14 cup water, the honey, and 1 teaspoon of the vanilla and stir with the spatula until combined. In a large bowl, whisk together the almond meal, cocoa powder, salt, and baking soda. Pour the egg mixture into the bowl with the dry mixture and mix well with a spatula. Fold in the chocolate chips. Pour the batter into the prepared baking pan. Soften the package of cream cheese in the microwave, mix in sugar, reserved egg white and remaining 1 teaspoon vanilla. Pour over the brownie mix and spread over the top with a spatula, marbelize the with a toothpick. Bake until a toothpick inserted into the center comes out clean, about 30 minutes.Let cool for at least 30 minutes before cutting into 12 bars.",Flourless Cheesecake Brownies
"
To make the chicken:
 Cut the chicken thighs into 1-inch (2.5-cm) pieces. In a large bowl, whisk together the yogurt, oil, vinegar, garlic, oregano, turmeric, salt, and red pepper flakes. Add the chicken and stir to coat. Cover and marinate in the refrigerator for at least 1 hour and up to 8 hours. Preheat an outdoor grill or grill pan to medium-low heat. Thread the chicken pieces among 4 wooden or metal skewers, discarding the marinade in the bowl. Sprinkle with salt and pepper. Grill the chicken, turning the skewers occasionally, until golden brown and cooked through in the center, about 15 minutes.
To make the salad:
 In a medium bowl, whisk together the oil and vinegar and season with salt and pepper. Add the cucumbers, cherry tomatoes, and red onion and toss to combine.
To make the bowls:
 Divide the quinoa among 4 bowls, 1/2 cup each. Top with the cucumber salad, followed by a spoonful of tzatziki, 1 tablespoon crumbled feta, and 3 olives.Top with 1 chicken skewer and serve immediately.",Chicken Tzatziki Bowl
" Combine the soy sauce, mirin, and honey in a resealable bag. Add the salmon and mix to coat. Refrigerate for 15 t0 60 minutes, or up to 8 hours. Preheat oven 450F. Remove salmon, reserving the marinade. Toss asparagus with oil and season with salt. Transfer asparagus to a large sheet pan along with the salmon skin side down and cook until tender and cooked through, about 10 to 12 minutes. Meanwhile, place the marinade in a small pot, bring to a boil and simmer on low until thickened and reduced by half, about 8 to 10 minutes. Spray a large skillet with oil. Cook the cauliflower rice in a skillet over medium-high heat until tender, 4 to 6 minutes.To serve, divide the cauliflower rice, top with salmon and asparagus and drizzle with the glaze. Sprinkle with sesame seeds, if desired.",Honey-Teriyaki Salmon and Asparagus Veggie Rice Bowls
" Preheat oven to 375F. Line a muffin tin with 12 muffin liners and spray with oil. Mix flour and baking soda with a whisk in a medium bowl. In a large bowl with a hand mixer, mix and cream the butter and sugar on medium setting for about 2 minutes. In a small bowl, beat the egg whites and vanilla with a whisk, add to bowl with butter/sugar mixture. Mix in the yogurt, then flour mixture and mix on low speed until combined, 1 minute. With a spatula, fold in the chocolate chips and spoon to lined muffin tins about 3/4 filled (I used an ice cream scoop).Bake at 375 or until a toothpick inserted in the center comes out clean, about 16 to 18 minutes. Let cool before eating.",Yogurt Chocolate Chip Muffins
"
Air Fryer Directions:
 Preheat the air-fryer 390F degrees. Place egg in a shallow bowl. On another plate, combine panko with 1 teaspoon Tajin. Season avocado wedges with 1/4 teaspoon Tajin. Dip each piece first in egg, and then in panko. Spray both sides with oil then transfer to the air fryer and cook 7 to 8 minutes turning halfway. Serve hot with dipping sauce.
Oven Directions:
Preheat the oven 425F, follow directions above and bake on a sheet pan until golden and crisp, 10 to 15 minutes.",Avocado Fries with Lime Dipping Sauce
" Heat a skillet over medium heat and add the bacon. Cook until crisp and the fat is rendered. Transfer the bacon to a paper towel using a slottted spoon. Remove all but 1 teaspoon of the bacon grease and discard the rest. Add the shrimp and garlic to the skillet and cook 3 minutes, until opaque. Remove and chop into bite sized pieces. To assemble the salad divide between 2 plates or toss everything together in a large bowl.Serve right away, drizzled with 1 teaspoon olive oil, salt and pepper over each salad.","Chopped Salad with Shrimp, Blue Cheese and Bacon"
" In a medium-size bowl, drizzle chicken with 1 teaspoon of the oil and season with 1 tablespoon of the Mexican Seasoning and salt. Heat a large skillet over high heat. Add remaining teaspoon oil to the skillet. Add the chicken and toss to coat. Cook 4 minutes, constantly stirring, until the chicken has browned and is cooked through. Transfer the cooked chicken to a plate and tent with foil to keep warm. Add bell pepper, corn, and garlic to the empty skillet. Sprinkle with the Mexican seasoning. Continue cooking over medium-high heat, stirring frequently, until the peppers soften slightly, about 5 to 8 minutes. Add the zucchini, season with remaining salt and cook, stirring often until the zucchini softens slightly, about 4 minutes. Return the chicken back to the skillet, add the lime juice and scrape all the browned bits off the bottom of the skillet, stirring and mixing the juices over the chicken and vegetables.Remove from the heat. Sprinkle cilantro and Cotija if desired.",Southwest Chicken Skillet
" In a blender, add 2 tablespoons of the nut butter, almond milk, strawberries, banana, ginger, cinnamon, honey or maple syrup and blend until smooth and pour into 2 serving bowls. In a small microwave-safe bowl, melt the remaining tablespoon nut butter in the microwave for 30 seconds or less. Whisk and drizzle over each bowl.Top the bowls with your desired toppings.",Strawberry Peanut Butter Swirl Smoothie Bowls
" Use the Stove Top Hard Boiled Egg cooking method or the Instant Pot Hard Boiled Egg method to cook your eggs. Cut eggs in half lengthwise. Remove yolks and put them in a bowl. Add mayonnaise, mustard, salt and pepper to the yolks and mash. Transfer them to a plastic bag, snip the corner and pipe them into the egg whites.Top with chopped chives and paprika.",Classic Deviled Eggs
"
Slow Cooker Directions:
 Place the onions in a bowl and microwave about 2 minutes to sweat them out (or you can saute on the stove). Add all sauce ingredients to the slow cooker. Stir to combine. In a large bowl, combine all meatball ingredients, leaving 2 tablespoons of cilantro for garnish.Gently form into 20 small meatballs. (Please note: Form the meatballs with gentle hands, if you pack them tight they will get tough while cooking.) Place the meatballs on top of the sauce, cover and cook low 4 to 6 hours or high 2 to 3 hours. Top with remaining 2 tablespoons of cilantro and serve over brown rice or cauliflower rice, if desired.
Instant Pot Directions:
 Press saute and spray the cooking insert with oil, add the onions and saute 3 to 5 minutes, until softened. Add the remaining sauce ingredients and stir to combine. In a large bowl, combine all meatball ingredients, leaving 2 tablespoons of cilantro for garnish.Gently form into 20 small meatballs. (Please note: Form the meatballs with gentle hands, if you pack them tight they will get tough while cooking.) Place the meatballs on top of the sauce, cover and cook high pressure 15 minutes, natural release.Top with remaining 2 tablespoons of cilantro and serve over brown rice or cauliflower rice, if desired.",Moroccan Meatballs
" Preheat oven to 400F. Wash and trim hard ends off asparagus. Place in a single layer in roasting pan. Spray all over with olive oil and season with salt and pepper.Roast in oven approximately 10 minutes, or until render crisp.",Roasted Asparagus
"
Instant Pot Directions:
 Add the ingredients to the insert and stir them together well. Place the lid and lock. Set to Manual, High pressure, and set for 8 minutes. Once finished, natural pressure for about 10-15 minutes, then quick release. Stir before serving.
Slow Cooker Directions:
 Add the ingredients to the slow cooker and stir them together well.Cover and cook low 6 to 7 hours. Stir before serving.",Instant Pot Brown Sugar Baked Beans
" Whisk the soy sauce, mirin, honey and ginger and cornstarch in a small bowl; set aside. Lightly season the chicken with salt. Heat a large non-stick wok over medium-high heat, when hot add 1 teaspoon of the oil, then add the asparagus and cook until tender-crisp, about 6 to 7 minutes. Add the garlic and cook until golden, about 1 minute. Set aside on a dish. Increase the heat to high, then add 1 teaspoon of oil and half of the chicken and cook until browned and cooked through, about 4 minutes on each side. Remove and set aside and repeat with the remaining oil and chicken.Place everything back into the wok, pour the sauce over and cook stirring 30 to 60 seconds until the sauce thickens slightly.",Teriyaki Chicken and Asparagus Stir-Fry
"
Stove Directions:
 In a large pot or Dutch oven, melt butter over medium heat; add onions and cook, stirring often, until onions are soft, about 5-6 minutes. Add broth, carrots, and ginger. Cover and bring to a boil. Reduce heat and simmer until carrots are soft, about 30 minutes. Add sour cream, using an immersion blender (or in batches in a regular blender), carefully blend until smooth. Bring soup back to a boil, adjust salt and pepper to your taste. Ladle into 4 bowls and garnish with a little more sour cream and fresh chives if desired. Makes 5 cups.
Instant Pot Directions:
 Press saute in the pot and melt butter, add onions and cook, stirring often, until onions are soft, about 5 minutes. Add broth, carrots, and ginger. Cover and cook high pressure 15 minutes, until the carrots are tender. Natural release. Add sour cream, using an immersion blender (or in batches in a regular blender), carefully blend until smooth. Adjust salt and pepper to taste.Ladle into 4 bowls and garnish with a little more sour cream and fresh chives if desired. Makes 5 cups.",Carrot Ginger Soup
" In a medium bowl, combine the chicken, 2 tablespoons soy sauce, 3 tablespoons cornstarch and egg white. Toss to combine and set aside while you chop the vegetables. Mince the garlic and ginger and chop the scallions. Separate the scallion whites from the greens and set aside greens for garnish. Heat a small sauce pot over medium heat. Add 1 teaspoon of sesame oil, ginger, garlic and scallion whites. Saute for 1 minute. Add the chicken broth, remaining 2 tablespoons soy sauce, sriracha, and hoisin and whisk to combine. Add the remaining 1 tablespoon cornstarch and whisk sauce until starting to thicken, about 2 minutes. Once thickened, turn heat to low and keep warm while you make the chicken. Heat a large wok or non-stick skillet over medium-high heat. In two batches to prevent sticking, add 1/2 tablespoon of sesame oil then half of the chicken pieces. Cook chicken for 3-4 minutes, or until browned on the edges. Flip chicken and cook an additional 2-3 minutes, or until cooked through. Set aside on a plate and add the remaining oil and chicken as directed.Return the chicken back to the skillet or wok, add the sauce to the skillet and toss to coat. Sprinkle with scallion greens and sesame seeds. Serve immediately with extra sriracha, if desired.",General Tso's Chicken
" In a small saucepan, bring chicken broth to a simmer. Add the couscous and cook gently until the broth is absorbed, approximately 3 minutes. Remove from heat, fluff with a fork and transfer to large bowl. To the bowl, add the radishes, scallions, parsley, raisins, tomatoes, almonds, mint, lemon juice and olive oil and toss to coat.Season with salt and pepper, gently toss again, taste and adjust the flavorings and seasonings as desired, and serve.",Houston's Couscous
" Roast the spaghetti squash, see directions here. Press saute on the Instant Pot and heat the oil, add the onions, carrots and garlic and cook until golden, about 3 minutes. Season the beef with 1/2 teaspoon salt and pepper then transfer to the pressure cooker. Top with mushrooms then pour the tomatoes and water over the beef, add the boullion, cheese rind, bay leaves and thyme. Cover and cook high pressure, 45 minutes. Quick or natural release. Let the pressure release, discard bay leaves, thyme and rind. Transfer the beef to a plate and shred the meat with two forks, return to the sauce. To serve, place just under 1 cup sauce over each spaghetti squash half, 1 tablespoon of grated Percorino Romano and 1 tablespoon of ricotta cheese. Finish with parsley and serve hot. In a large heavy pot or Dutch oven, heat the oil over medium-high, add the onions, carrots and garlic and cook until golden, about 3 to 4 minutes. Season the beef with 1/2 teaspoon salt and pepper then transfer to the pot. Top with mushrooms then pour the tomatoes and 1/2 cup water over the beef, add the boullion, cheese rind, bay leaves and thyme. Cover and cook low heat, until the meat is tender, 1-1/2 to 2 hours. Discard bay leaves, thyme and rind. Transfer the beef to a plate and shred the meat with two forks, return to the sauce.To serve, place just under 1 cup sauce over each spaghetti squash half, 1 tablespoon of grated Percorino Romano and 1 tablespoon of ricotta cheese. Finish with parsley and serve hot.",Beef and Mushroom Ragu with Spaghetti Squash
"
For the cookies:
 In a large mixing bowl, beat the butter, sugar and applesauce until smooth. Add the egg and molasses, mix well. In another large bowl, combine flour, baking soda and spices. Add to sugar and molasses mixture, stirring well with the mixer. Use your hands to form a large ball, the dough will be a little sticky., Wash and dry your hands. Place flour on your hands so the dough doesnt stick to you, then divide the dough into two flat balls; cover with plastic wrap and chill in the refrigerator for at least 2 hours., After the dough has chilled 2 hours, preheat the oven to 350F. Generously dust the surface of your working area with flour before rolling out the dough. Work with one ball of dough at a time, keep the other refrigerated while you do so. Depending on how thin you roll the dough out and the size of your trees, makes at least 60 tree cookies., Roll the dough out to 1/8-inch thickness, sprinkle a little flour on top of the dough if its a little sticky. Trim the uneven edges off to square the dough, then using a knife cut the dough into 3 1/2 inch, strips. Then cut the strips into triangles. Place the cookies 1 or 2 inches apart on a silpat-lined baking sheet. Bake 10-12 minutes.
For the icing:
Mix the egg whites with lemon juice. Combine with powdered sugar, mixing well then add a few drops of green food coloring until you get the color you desire., If the icing is too thin, add a little more powdered sugar, if its too thick add a drop of lemon juice or water. Transfer to a piping bag to decorate cookies when cookies are cooled., To decorate, pipe the cookies with the frosting one at a time, quickly adding the sprinkles before it hardens.",Gingerbread Christmas Tree Cookies
"
Instant Pot:
 Assuming your electric pressure cooker has a saute option, press the saute button and spray with oil, add the onions, celery, and garlic and saute, 4 to 5 minutes. Add the chicken broth, carrots, 1 1/2 cups water, potatoes, ham bone and ham and cook high pressure 20 minutes. Let the steam release naturally. Add the cabbage and cook 5 minutes high pressure. Natural or quick release.
To cook on the stove top:
Follow the same directions as above in a large pot or Dutch oven, cook covered low 1 hour adding the cabbage during the last 10 to 15 minutes. Cook until the cabbage and vegetables are tender.",Leftover Ham Bone Soup with Potatoes and Cabbage
" Make the glaze: Whisk 4 tablespoons of preserves and mustard together. Place the ham in a 6-quart or larger slow cooker, making sure you can put the lid on. You may have to turn the ham on its side if your ham is too large.Brush the glaze over the ham. Cover and cook on the LOW setting for 4 to 5 hours. Brush the remaining tablespoon of preserves over the ham in the last 30 minutes.",Slow Cooker Spiral Ham with Apricot-Dijon Glaze
" Preheat oven to 350F. Ladle about 1 cup sauce on the bottom of a 9 x 12 baking dish. Cook noodles according to package directions, then drain. Combine spinach, ricotta, Parmesan, egg, 1/2 teaspoon salt and black pepper in a medium bowl and mix. Place a piece of wax paper on the counter and lay out lasagna noodles. Make sure noodles are dry. Take 1/3 cup of ricotta mixture and spread evenly over noodle. Roll carefully and place seam side down onto the baking dish. Repeat with remaining noodles. Ladle remaining sauce over the noodles and top each one with 1 tbsp mozzarella cheese. Put foil over baking dish and bake for 40 minutes, or until cheese melts. Makes 9 rolls.To serve, ladle a little sauce on the plate and top with lasagna roll.",Spinach Lasagna Rolls
"
Stove Top:
 In a large pot or dutch oven, brown ground meat on high heat and season with salt. Drain fat if any, reduce heat to medium-low, then add peppers, onions and garlic. Cook about 5 minutes on low heat. Add tomatoes, tomato sauce, chicken broth, marjoram and season with salt and pepper to taste. Cover and simmer on low heat for 30 minutes. Serve about 1 1/2 cups of soup in each bowl and top with 1/2 cup cooked brown rice.
Instant Pot:
 Press saute button on Instant Pot, spray the pot with nonstick spray, add the ground meat and salt and cook until no longer pink, 5 to 8 minutes. Drain fat if any, then add peppers, onions and garlic and cook 4 to 5 minutes. Add tomatoes, tomato sauce, chicken broth, marjoram and season with salt and pepper to taste. Cover and cook high pressure 15 minutes. Natural release. Serve about 1 1/2 cups of soup in each bowl and top with 1/2 cup cooked brown rice.Note: since there is no evaporation in the pressure cooker, you can reduce the broth by 1/2 cup.",Stuffed Pepper Soup
" Preheat air fryer to 400F 8 minutes. Lightly spray the fryer basket with oil. Slice each potato into even 1/4 inch thick fries. Toss with oil, salt, garlic powder, black pepper and paprika.Cook in 2 or 3 batches, without overcrowding the pan 8 minutes, turning half way.",Air Fryer Sweet Potato Fries
" Start by making the crespelles. Preheat oven to 375F. In a large bowl, combine ricotta, 1-1/2 cups of the mozzarella, egg, spinach, parmesan cheese, 1/2 teaspoon salt and pepper. Fill each crespelle with 1/4 cup spinach filling and roll. In a large baking dish, (or two smaller dishes) pour 1 cup of sauce on the bottom of the dish. Place rolled manicotti seem side down onto baking dish. Top with 1 1/2 cups more sauce and remaining mozzarella cheese. Cover with foil and bake about about 25 minutes, until hot and bubbling, and the cheese is melted.*Use substitute for vegetarian parmesan.",Homemade Spinach Manicotti
" Soak the beans overnight in water. Discard the water the next day. Set pressure cooker to saute, add the oil and chopped onion and cook until soft. Add the garlic, 1/4 cup cilantro and cook 1 minute. Set aside in a bowl. In the pressure cooker combine the soaked beans, green chilies, jalapeno, half onion, bouillon, bay leaves and 6 cups water. Cover and cook high pressure 45 minutes. Natural release. Discard bay leaves, half onion and jalapeno and stir in the reserved sauteed onion and season with salt. Press saute and cook uncovered until thickened, about 30 minutes, stirring occasionally. Meanwhile, combine the tomato, red onion, scallion and cilantro in a small bowl.Ladle beans into serving bowls, add the cheese and top with tomato mixture and avocado. Serve with lime wedges and tortillas if desired.",Mexican Pinto Beans
" Combine corn and beans and put them in the slow cooker. Season the chicken with adobo (or salt), garlic powder and cumin then place in the slow cooker and top with salsa. Cover and cook LOW for 6 hours. Top with cheese, cover and cook until melted, about 5 minutes. Garnish with cilantro.To serve, transfer the chicken and vegetables with a slotted spoon and serve over rice or cauliflower rice.",Slow Cooker Salsa Chicken with Black Beans and Corn
" Using a box grater, grate all the veggies, saving the potatoes for last to prevent browning. Squeeze out all the excess liquid well with a cheese cloth or towels. Stir in matzo meal or flour, baking powder, salt and pepper. Add the eggs and mix well. Spray waffle iron and heat on medium-low heat. Place scant 2/3 cup in the center of the waffle iron and close, cook 5 minutes, until browned and crisp on the edges and cooked through in the center.Set aside and repeat with the remaining mixture.",Veggie Latkelles (Waffled Latkes) with Lox
" If using, prepare Skinny Garlic Mashed Potatoes according to directions. In a large saute pan, heat the butter and oil. Add the mushrooms and 12 teaspoon salt, cook for 10 minutes, stirring occasionally. Add the onion, carrots, parsley, thyme, 12 teaspoon salt and pepper and saute 10 minutes. Stir in garlic, cook for 30 seconds, then add the tomato paste, Worcestershire, remaining 14 teaspoon salt and pepper. Sprinkle vegetables with the flour, stir to coat and cook, scraping brown bits from the pan, 3-4 minutes. Add the broth, peas and corn, cook, stirring often, until sauce has thickened (about 5 minutes). To assemble: Preheat broiler to high. Transfer vegetables to an 8 x 11 casserole dish. Spread mashed potatoes in an even layer over the vegetables, top with parmesan and broil 5 minutes, or until top is golden.Garnish with parsley.",Portobello Shepherd's Pie
" Preheat oven to 400 degrees F. Spray a 9 x 13 casserole dish with olive oil. In a large bowl, combine sweet potato, carrots, squash and parsnips. Add the olive oil, 1 tablespoon thyme, oregano, 2 tablespoons parsley, 1 teaspoon salt and pepper. Toss well to coat. Transfer to prepared dish and roast for 40 to 50 minutes, until the vegetables are very tender, tossing halfway through. Meanwhile, prepare sauce. Heat a medium non-stick pan over medium heat. Add butter and let it melt, add the shallots and cook until softened, about 4 to 5 minutes. Sprinkle the flour over the shallots to make a roux, whisking for 1 to 2 minutes. Add the milk and stir with a wooden spoon until the roux is incorporated into the milk. Cook over medium-low heat for about 4 minutes, stirring, until the sauce thickens. Add fresh thyme, parmesan and half of the grated Gruyere cheese into the white sauce and stir until the cheese is melted and incorporated into the sauce.Pour over the veggies and top with the remaining cheese. Bake 10 minutes. Top with remaining parsley and serve.",Spiralized Winter Veggie Gratin
" Rub garlic all over meat then season with salt, cumin and black pepper., To broil, place steak on rack in broiler pan so surface of beef is 3 to 4 inches from heat. Broil about 3 minutes on each side for medium rare to medium. To grill, heat the grill and oil the grates. When hot, grill over medium-high heat about 3 minutes on each side for medium rare to medium. To cook in a skillet, Heat a skillet over high heat and let the skillet get very hot. When its hot, spray with oil and cook the steaks about 3 minutes on each side for medium rare to medium., Squeeze juice from 1 lime wedge over each steak. Slice Steaks into thin slices. To serve, divide the lettuce, pico de gallo, cheese and guacamole between two plates.Serve with steak; garnish with lime wedges and jalapeno, if desired.",Carne Asada Salad
" Preheat oven to 400 degrees F. Spray a sheet pan with cooking spray. In a large bowl, combine the squash, 1/2 tablespoon oil, 1/4 teaspoon salt and pepper, to taste. Toss to coat. In another large bowl, combine the Brussels sprouts, remaining tablespoon of oil, 1/4 teaspoon of salt and pepper, to taste. Spread the vegetables in an even layer on 1 sheet pan. Top with bacon. Roast for 20 minutes, with a spatula, toss veggies and roast an additional 15 minutes. Meanwhile, in a small sauce pot, combine the syrup and soy sauce. Over medium low heat, simmer sauce for 5 minutes, or until it begins to thicken slightly. Set aside.When vegetables are done roasting, transfer to a serving dish. Add maple soy sauce and toss to coat.","Roasted Brussels Sprouts, Butternut Squash and Bacon with Maple Soy Glaze"
" In a medium pot, heat oil on medium-low heat. Add red peppers and saute until soft, about 4 minutes. Add scallion whites, 1/4 cup cilantro, garlic and red pepper flakes, cook 1 minute. Add tomatoes, coconut milk and 1/4 teaspoon salt, increase heat and bring to a boil, cover and simmer on low about 10 minutes to let the flavors blend and to thicken the sauce. Add shrimp and cook 5 to 6 minutes, until opaque and cooked through. Add lime juice.To serve, divide equally among 4 bowls, about 1 1/4 cups then top with scallions and cilantro.","Garlic Shrimp in Coconut Milk, Tomatoes and Cilantro"
" Slice beef into thin slices with the grain. Cut each strip across the grain about 1 long so you have small thin slices. Place in a bowl and add 4 tsp of soy sauce, 1 tbsp of rice wine, 1 tsp cornstarch and black pepper. In a small bowl, mix 3 tbsp soy sauce, 1 tbsp water and 2 tsp cornstarch. Set aside. Heat the wok on high heat. Swirl in 2 teaspoons of the oil and add the beef spreading evenly in the wok. Cook undisturbed for 20 seconds letting the beef brown. Using a spatula, stir meat, cooking another 2 minutes. Transfer to a plate.Add remaining teaspoon of oil to wok, add peppers and onions and cook about 4 to 5 minutes. Return beef to the wok, add the sauce and red pepper flakes and stir fry about 30 seconds until slightly thickened.",Pepper Steak
" Preheat oven to 425 degrees F. Spray 2 sheet pans with cooking spray. Set aside. In a small bowl, whisk together balsamic vinegar, mustard, garlic, Italian herbs, and 1 teaspoon salt. Add 2 tablespoons oil and whisk until emulsified. In a large bowl, add vegetables (from broccoli to onion), and dressing and toss to evenly coat. Spread vegetables out in an even layer onto prepared sheet pans. Roast for 30 minutes, tossing halfway through. Meanwhile, bring a large pot of salted water to a boil. Add pasta and cook according to the package directions, reserving a little water before draining.To assemble: Combine the cooked pasta, pesto and beans adding 2 tablespoons of the reserved water as needed, toss with the roasted veggies, 14 cup parmesan and toss well to coat. Drizzle with balsamic vinegar and top with red pepper flakes, if using. Serve hot, cold or at room temperature.",Balsamic Roasted Veggie and White Bean Pasta
" On a parchment-lined baking tray, toast the coconut flour in a 300F oven for 5 to 7 minutes or until the flour turns golden brown. (You can also toast the coconut flour in a dry pan over low heat instead.) Set aside. In the meantime, heat the oil in a large skillet over medium-high heat. Add the sliced shallot and saute for 2 to 3 minutes or until softened. Add the ground chicken, and break it up with a spatula. Cook, stirring, for 3 to 5 minutes until no longer pink. Add the shrimp and stir-fry for another 2 to 3 minutes or until the shrimp is cooked through. Remove the pan from the heat and add the fish sauce, lime juice, toasted coconut flour, and cayenne pepper. Adjust the seasoning to taste.Sprinkle the chopped herbs on top. To eat, wrap a 1/3 cup of laap in a lettuce leaf and devour.",Chicken and Shrimp Laap
" Combine artichoke hearts along with liquid and chicken and let it marinade about 20 minutes., After its marinated, drain all liquid., Add garlic, oregano, salt and pepper. Broil on low about 6 inches from the flame for about 10 minutes or until golden brown, turn chicken and cook an additional 8-10 minutes and chicken is fully cooked. Top chicken with feta and broil an additional minute.Remove from oven and top with fresh parsley. Squeeze with lemon juice, if desired!",Chicken Thighs with Artichoke Hearts and Feta Cheese
"
Oven directions:
 Place oven-safe cedar plank in oven and preheat to 350F. Whisk light brown sugar, Montreal steak seasoning and paprika together and rub all over salmon fillets just before cooking. Place salmon on cedar plank and bake in oven for about 10 to 15 minutes depending on the thickness, until just cooked through or opaque.
Grilling method:
 Soak plank in water for at least an hour. Heat the grill to medium-high, leaving the right burners off so you have indirect heat. Close the lid and let the grill get hot. Whisk light brown sugar, Montreal steak seasoning and paprika together and rub all over salmon fillets just before cooking., Place salmon on cedar plank and cook on the direct heat side for 3 to 4 minutes, until the planks start to smoke and get a little charred on the bottom and edges, (check occasionally to make sure edges of plank dont ignite, keep a spray bottle with water handy if they do)., Transfer the plank to the indirect heat side, cover, and grill 10 to 15 minutes depending on the thickness, or until the salmon is cooked through in the thickest part (I used a fork to take a peak).Remove plank from heat source and use a fish spatula to gently remove salmon from cedar planks. Serve and enjoy.",Cedar Plank Spice-Rubbed Salmon
" Season chicken with 1 teaspoon salt. Press saute button and melt the butter, add onion, garlic, ginger and 6 spices (from coriander to cardamom) and saute until the vegetables are soft and the spices are fragrant, about 2 to 3 minutes. Add the tomatoes and use an immersion to blend until smooth (or blend in the blender), add the chicken, remaining 1/2 teaspoon salt and stir, cook high pressure 15 minutes. Quick release, add the cauliflower and peas and cook 2 minutes on high pressure.Quick release, stir in coconut milk and serve garnished with cilantro.",Instant Pot Chicken Tikka Masala with Cauliflower and Peas
" Mix panko and sesame seeds on a large plate or shallow bowl. Season tuna with salt and pepper, to taste. Gently press both sides of each tuna steak into the crumb mixture. Heat a large skillet over medium-high heat and spray with oil. Add 2 steaks, spray each with oil and allow them to cook 2-3 minutes, or until the outer edge becomes opaque. Flip each steak, spray second side with oil and cook an additional 2 minutes, or until the outer edge is opaque. Repeat with remaining 2 steaks. Set all 4 steaks on a cutting board and allow them to rest and cool. Meanwhile, in a small bowl, combine soy sauce and wasabi paste. Set aside. In a small skillet over medium-low heat, add shallots and wine. Simmer until reduced by half, 2-3 minutes. Add the milk and whisk constantly until the sauce no longer looks separated and has slightly thickened (about 1 minute). Remove from heat and whisk in soy and wasabi paste mixture. Add butter and whisk to combine.To serve: Distribute arugula and spinach evenly among 4 shallow bowls. Thinly slice the tuna and top each bed of lettuce with 1 tuna steak. Drizzle each with about 1 12 tablespoons of sauce. Serve immediately.",Seared Tuna Salad with Wasabi Butter Sauce
" Marinate chicken with pesto, garlic, red pepper flakes, lime juice and 1/2 teaspoon salt at least 1 hour, or overnight for best results. Mix oil, balsamic vinegar, honey and 1/4 tsp salt in a small bowl. Heat a grill over medium-high, be sure grates are clean and well oiled to prevent sticking. Put veggies on 1 large grill tray or 2 smaller trays (or cook in batches), spray with olive oil, season with salt and pepper and cook, turning constantly until the edges are browned, about 6 to 8 minutes. Set aside on a dish.Cook the chicken about 4 to 5 minutes on each side, until grill marks appear and the chicken is cooked though, transfer to a platter, too with the veggies and pour the balsamic dressing over everything.",Honey Balsamic Grilled Chicken and Vegetables
" Combine onion, olive oil, balsamic, 1/4 tsp kosher salt and pepper. Set aside a 5 minutes. Chop tomatoes and place in a large bowl. Combine with garlic, basil, onion-balsamic combo and additional 1/8 tsp salt and pepper to taste. Set aside and let it sit at least 10 minutes. Preheat a gas grill to medium-high. Oil the grates generously to prevent the fish from sticking. Season salmon with salt and fresh ground black pepper to taste. Place skin-side-down on the grill. Close the lid and cook without turning for 8 to 10 minutes (depending on thickness), or until the salmon is just cooked through. The skin will char but will prevent the fish from drying out. Remove and cover with foil; rest for 2 to 3 minutes while adding the avocado to the bruschetta.Serve topped each with generous 1/2 cup avocado bruschetta.",Grilled Salmon with Avocado Bruschetta
